component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
tube_body_13mm_od,input_demo_tube_02_A3_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_02_A3_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_02_A3_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_02_A3_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot A3; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_03_A5_blue75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_03_A5_blue75,blue_cap,blue,0.08,0.34,0.95,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_03_A5_blue75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_03_A5_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot A5; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_04_B2_red75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_04_B2_red75,red_cap,red,0.86,0.05,0.05,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_04_B2_red75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_04_B2_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot B2; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_05_B4_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_05_B4_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_05_B4_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_05_B4_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot B4; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_06_B6_purple75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_06_B6_purple75,purple_cap,purple,0.45,0.16,0.75,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_06_B6_purple75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_06_B6_purple75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/purple_cap_tube_13x75_v2.step,slot B6; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_07_C1_blue75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_07_C1_blue75,blue_cap,blue,0.08,0.34,0.95,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_07_C1_blue75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_07_C1_blue75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/blue_cap_tube_13x75_v2.step,slot C1; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_08_C3_red75,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_08_C3_red75,red_cap,red,0.86,0.05,0.05,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_08_C3_red75,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_08_C3_red75,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/red_cap_tube_13x75_v2.step,slot C3; placed from local 4x6 rack_slot_center
tube_body_13mm_od,input_demo_tube_09_C5_yellow100,light_gray_body,tube_body,0.78,0.84,0.88,0.55,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
tube_cap,input_demo_tube_09_C5_yellow100,yellow_cap,yellow,1.0,0.82,0.05,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_white_label_220deg,input_demo_tube_09_C5_yellow100,white_label,tube_label,1.0,1.0,1.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_1,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_2,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_3,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_4,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_5,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_6,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_7,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_8,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
curved_barcode_stripe_9,input_demo_tube_09_C5_yellow100,barcode_black,barcode_black,0.0,0.0,0.0,1.0,03_cad/custom_parts/sample_tube/yellow_cap_tube_13x100_v2.step,slot C5; placed from local 4x6 rack_slot_center
