component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
right_y_slider_adapter_fastener_28_22,right_y_slider_top_adapter_plate_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_y_slider_top_adapter_plate_v1_2,slider_binding; low-profile plate sitting on original right Y slider/carriage interface
right_y_slider_adapter_dowel_marker_-16,right_y_slider_top_adapter_plate_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_y_slider_top_adapter_plate_v1_2,slider_binding; low-profile plate sitting on original right Y slider/carriage interface
right_y_slider_adapter_dowel_marker_16,right_y_slider_top_adapter_plate_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_y_slider_top_adapter_plate_v1_2,slider_binding; low-profile plate sitting on original right Y slider/carriage interface
left_compact_slider_to_x_end_base_bridge,left_x_beam_end_mount_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_beam_end_mount_vertical_plate,left_x_beam_end_mount_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_beam_end_mount_lower_seat,left_x_beam_end_mount_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_beam_end_mount_upper_lock_plate,left_x_beam_end_mount_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_gantry_side_l_bracket_outer_web,left_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_gantry_side_l_bracket_inner_web,left_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_gantry_compact_front_gusset,left_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_gantry_compact_rear_gusset,left_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_-26_211,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_-26_265,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_-26_309,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_26_211,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_26_265,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_x_end_mount_fastener_26_309,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_-509_-31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_top_-509_-31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_-509_31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_top_-509_31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_-374_-31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_top_-374_-31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_-374_31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
left_side_bracket_fastener_top_-374_31,left_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:left_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting left Y slider adapter to X beam end
right_compact_slider_to_x_end_base_bridge,right_x_beam_end_mount_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_beam_end_mount_vertical_plate,right_x_beam_end_mount_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_beam_end_mount_lower_seat,right_x_beam_end_mount_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_beam_end_mount_upper_lock_plate,right_x_beam_end_mount_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_gantry_side_l_bracket_outer_web,right_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_gantry_side_l_bracket_inner_web,right_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_gantry_compact_front_gusset,right_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_gantry_compact_rear_gusset,right_x_beam_end_mount_v1_2,brushed_compact_gantry_rib,slider_rib,0.45,0.46,0.47,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_-26_211,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_-26_265,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_-26_309,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_26_211,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_26_265,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_x_end_mount_fastener_26_309,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_474_-31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_top_474_-31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_474_31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_top_474_31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_374_-31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_top_374_-31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_374_31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
right_side_bracket_fastener_top_374_31,right_x_beam_end_mount_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1_2,x_beam_end_mount; compact bracket connecting right Y slider adapter to X beam end
x_axis_module_mounting_saddle_back_plate,x_axis_module_mounting_saddle_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_module_mounting_saddle_lower_lip,x_axis_module_mounting_saddle_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_module_mounting_saddle_upper_lip,x_axis_module_mounting_saddle_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_-315,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_-315,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_-210,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_-210,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_-105,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_-105,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_0,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_0,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_105,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_105,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_210,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_210,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_upper_fastener_315,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_axis_saddle_lower_fastener_315,x_axis_module_mounting_saddle_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_axis_module_mounting_saddle_v1_2,x_axis_saddle; small saddle showing original X-axis module fixed to X beam
x_slider_to_z_adapter_check_plate,x_slider_to_z_adapter_check_v1_2,low_profile_slider_adapter_plate,slider_plate,0.6,0.61,0.62,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_to_z_adapter_short_left_spacer,x_slider_to_z_adapter_check_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_to_z_adapter_short_right_spacer,x_slider_to_z_adapter_check_v1_2,dark_compact_end_mount_or_spacer,slider_dark,0.16,0.16,0.17,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_z_adapter_check_fastener_-34_186,x_slider_to_z_adapter_check_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_z_adapter_check_fastener_-34_262,x_slider_to_z_adapter_check_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_z_adapter_check_fastener_34_186,x_slider_to_z_adapter_check_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
x_slider_z_adapter_check_fastener_34_262,x_slider_to_z_adapter_check_v1_2,dark_fastener_or_dowel_marker,slider_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_check_v1_2,x_slider_z_interface; short interface marker confirming Z axis remains on original X slider
