component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
x_axis_saddle_fastener_-220_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_-110_upper,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_-110_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_0_upper,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_0_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_110_upper,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_110_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_220_upper,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_220_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_330_upper,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_axis_saddle_fastener_330_lower,x_axis_to_x_beam_mounting_saddle_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_axis_to_x_beam_mounting_saddle_v1,x_axis_saddle; mounting saddle showing original X linear module fixed to X beam
x_slider_to_z_adapter_backing_plate,x_slider_to_z_adapter_plate_v1,machined_carriage_binding_plate,binding_plate,0.56,0.57,0.58,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_spacer_left,x_slider_to_z_adapter_plate_v1,dark_slider_binding_spacer_or_saddle,binding_dark,0.16,0.16,0.17,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_spacer_right,x_slider_to_z_adapter_plate_v1,dark_slider_binding_spacer_or_saddle,binding_dark,0.16,0.16,0.17,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_lower_rib,x_slider_to_z_adapter_plate_v1,brushed_binding_gusset_rib,binding_rib,0.44,0.45,0.46,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_-42_172,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_-42_224,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_-42_276,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_42_172,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_42_224,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
x_slider_to_z_adapter_fastener_42_276,x_slider_to_z_adapter_plate_v1,dark_binding_fastener_marker,binding_fastener,0.03,0.03,0.032,1.0,generated:x_slider_to_z_adapter_plate_v1,x_slider_to_z_binding; adapter showing Z axis bound to original X-axis slider/carriage
left_y_integrated_drive_end_cap_small,small_integrated_drive_end_caps_v1,small_integrated_drive_end_cap,drive_cap,0.12,0.12,0.13,1.0,generated:small_integrated_drive_end_caps_v1,integrated_drive_caps; small end caps only; no external motors or new drive rails
right_y_integrated_drive_end_cap_small,small_integrated_drive_end_caps_v1,small_integrated_drive_end_cap,drive_cap,0.12,0.12,0.13,1.0,generated:small_integrated_drive_end_caps_v1,integrated_drive_caps; small end caps only; no external motors or new drive rails
x_axis_integrated_drive_end_cap_small,small_integrated_drive_end_caps_v1,small_integrated_drive_end_cap,drive_cap,0.12,0.12,0.13,1.0,generated:small_integrated_drive_end_caps_v1,integrated_drive_caps; small end caps only; no external motors or new drive rails
x_beam_to_tube_clearance_reference_marker,collision_clearance_reference_markers_v1,amber_clearance_reference_marker,clearance_marker,0.95,0.62,0.12,0.55,generated:collision_clearance_reference_markers_v1,clearance_reference; translucent clearance markers for report-level checking
gripper_travel_clearance_reference_marker,collision_clearance_reference_markers_v1,amber_clearance_reference_marker,clearance_marker,0.95,0.62,0.12,0.55,generated:collision_clearance_reference_markers_v1,clearance_reference; translucent clearance markers for report-level checking
