component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
control_box_gland_short_rear_stub_1,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_riser_to_tray_1,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_top_entry_1,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_short_rear_stub_2,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_riser_to_tray_2,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_top_entry_2,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_short_rear_stub_3,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_riser_to_tray_3,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_top_entry_3,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_short_rear_stub_4,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_riser_to_tray_4,control_box_cable_gland_stubs,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
control_box_gland_top_entry_4,control_box_cable_gland_stubs,green_grounding_cable,cable_green,0.03,0.36,0.12,1.0,generated:control_box_cable_gland_stubs,fixed_wiring; short rear-facing gland stubs from closed control box to rear tray
drag_chain_link_01_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_01_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_01_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_01,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_02_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_02_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_02_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_03_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_03_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_03_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_04_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_04_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_04_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_05_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_05_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_05_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_05,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_06_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_06_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_06_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_07_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_07_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_07_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_08_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_08_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_08_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_09_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_09_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_09_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_09,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_10_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_10_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_10_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_11_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_11_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_11_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_12_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_12_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_12_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_13_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_13_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_13_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_13,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_14_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_14_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_14_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_15_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_15_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_15_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_16_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_16_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_16_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_17_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_17_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_17_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_17,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_18_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_18_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_18_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_19_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_19_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_19_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_20_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_20_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_20_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_21_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_21_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_21_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_21,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_22_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_22_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_22_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_23_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_23_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_23_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_24_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_24_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_24_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_25_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_25_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_25_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_hinge_pin_25,main_cable_chain_links,drag_chain_hinge_pin_gray,drag_chain_pin,0.34,0.35,0.36,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_26_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_26_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_26_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_27_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_27_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_27_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_28_left_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_28_right_side,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
drag_chain_link_28_top_bridge,main_cable_chain_links,black_engineering_plastic_drag_chain,drag_chain_body,0.02,0.02,0.025,1.0,generated:main_cable_chain_links,moving_cable_chain; simplified drag-chain links between rear service tray and moving gantry route
fixed_anchor_to_stage_7a3c_rear_tab,cable_chain_fixed_anchor,cable_anchor_gray,anchor_gray,0.32,0.33,0.34,1.0,generated:cable_chain_fixed_anchor,moving_cable_chain; fixed anchor tied near Stage 7A-3c rear cable-chain mounting tab
fixed_anchor_vertical_riser,cable_chain_fixed_anchor,cable_anchor_gray,anchor_gray,0.32,0.33,0.34,1.0,generated:cable_chain_fixed_anchor,moving_cable_chain; fixed anchor tied near Stage 7A-3c rear cable-chain mounting tab
moving_anchor_drag_chain_end,cable_chain_moving_anchor,cable_anchor_gray,anchor_gray,0.32,0.33,0.34,1.0,generated:cable_chain_moving_anchor,moving_cable_chain; moving anchor and service bridge toward X/Z carriage
moving_anchor_xz_service_bridge,cable_chain_moving_anchor,cable_anchor_gray,anchor_gray,0.32,0.33,0.34,1.0,generated:cable_chain_moving_anchor,moving_cable_chain; moving anchor and service bridge toward X/Z carriage
moving_bundle_chain_to_x_carriage_x_run,moving_cable_bundle,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
moving_bundle_rear_to_carriage_y_run,moving_cable_bundle,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
moving_bundle_drop_to_x_carriage,moving_cable_bundle,black_cable_bundle,cable_black,0.01,0.01,0.01,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
z_axis_motor_cable_overhead_x,moving_cable_bundle,gray_signal_cable,cable_gray,0.22,0.23,0.24,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
z_axis_motor_cable_overhead_y,moving_cable_bundle,gray_signal_cable,cable_gray,0.22,0.23,0.24,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
z_axis_motor_cable_drop,moving_cable_bundle,gray_signal_cable,cable_gray,0.22,0.23,0.24,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
gripper_control_cable_overhead_x,moving_cable_bundle,blue_signal_cable,cable_blue,0.05,0.16,0.36,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
gripper_control_cable_drop,moving_cable_bundle,blue_signal_cable,cable_blue,0.05,0.16,0.36,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
gripper_control_cable_lower_y_stub,moving_cable_bundle,blue_signal_cable,cable_blue,0.05,0.16,0.36,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
moving_limit_io_cable_overhead,moving_cable_bundle,gray_signal_cable,cable_gray,0.22,0.23,0.24,1.0,generated:moving_cable_bundle,"moving_wiring; chain end to X/Z carriage, Z axis, gripper, and moving limit IO"
