component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
right_side_vent_slot_2,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
right_side_vent_slot_3,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
right_side_vent_slot_4,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
right_side_vent_slot_5,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_1,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_2,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_3,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_4,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_5,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_6,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
rear_vent_slot_7,closed_control_box_ventilation,vent_slot_dark,vent_dark,0.03,0.03,0.03,1.0,generated:closed_control_box_ventilation,side and rear simplified ventilation slots on the closed cabinet
bottom_mounting_plate,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
left_mounting_foot,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
right_mounting_foot,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
left_rear_mounting_foot,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
right_rear_mounting_foot,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
rear_frame_tie_bar,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
left_vertical_l_bracket,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
right_vertical_l_bracket,closed_control_box_mounting_brackets,control_box_mounting_bracket_gray,mounting_bracket,0.34,0.36,0.37,1.0,generated:closed_control_box_mounting_brackets,"bottom mounting plate, feet, and rear tie brackets fixing the closed cabinet to the rear service frame/base"
