component_name,instance_name,expected_color,material_or_role,r,g,b,a,source_path,notes
right_x_end_mount_side_fastener_30_293,right_x_beam_end_mount_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_x_beam_end_mount_v1,custom_end_mount; right X beam end mounting plate and cap/lug features
left_gantry_side_upright_outer_web,left_gantry_side_bracket_v1,dark_gray_gantry_side_bracket,joint_dark,0.18,0.18,0.19,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_gantry_side_top_bridge,left_gantry_side_bracket_v1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_gantry_side_lower_bridge,left_gantry_side_bracket_v1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_gantry_front_reinforcement_rib,left_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_gantry_rear_reinforcement_rib,left_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_gantry_diagonal_visual_web,left_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_side_bracket_fastener_-39_128,left_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_side_bracket_fastener_-39_228,left_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_side_bracket_fastener_39_128,left_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
left_side_bracket_fastener_39_228,left_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:left_gantry_side_bracket_v1,custom_support_bracket; left side bracket linking Y carriage adapter to X beam end mount
right_gantry_side_upright_outer_web,right_gantry_side_bracket_v1,dark_gray_gantry_side_bracket,joint_dark,0.18,0.18,0.19,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_gantry_side_top_bridge,right_gantry_side_bracket_v1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_gantry_side_lower_bridge,right_gantry_side_bracket_v1,machined_aluminum_gantry_joint_plate,joint_plate,0.58,0.59,0.6,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_gantry_front_reinforcement_rib,right_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_gantry_rear_reinforcement_rib,right_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_gantry_diagonal_visual_web,right_gantry_side_bracket_v1,brushed_gantry_reinforcement_rib,joint_rib,0.46,0.47,0.48,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_side_bracket_fastener_-39_128,right_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_side_bracket_fastener_-39_228,right_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_side_bracket_fastener_39_128,right_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
right_side_bracket_fastener_39_228,right_gantry_side_bracket_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:right_gantry_side_bracket_v1,custom_support_bracket; right side bracket linking Y carriage adapter to X beam end mount
left_joint_alignment_dowel_marker_105,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
left_joint_alignment_dowel_marker_250,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
left_joint_alignment_dowel_marker_300,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
right_joint_alignment_dowel_marker_105,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
right_joint_alignment_dowel_marker_250,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
right_joint_alignment_dowel_marker_300,gantry_joint_mounting_fastener_patterns_v1,dark_socket_head_joint_fasteners,joint_fastener,0.03,0.03,0.032,1.0,generated:gantry_joint_mounting_fastener_patterns_v1,fastener_pattern; limited screw/dowel markers for joint readability
