run_id,zone,box_id,category,slot_id,occupied_by_sample_id,filled_count,capacity,box_status,notes
baseline_multi_box_run,output_C,category_C_output_box,Category C,C4,MBOX-067,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,C5,MBOX-071,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,C6,MBOX-076,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D1,MBOX-080,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D2,MBOX-084,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D3,MBOX-088,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D4,MBOX-093,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D5,,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_C,category_C_output_box,Category C,D6,,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A1,MBOX-004,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A2,MBOX-009,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A3,MBOX-013,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A4,MBOX-017,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A5,MBOX-022,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,A6,MBOX-026,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B1,MBOX-030,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B2,MBOX-034,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B3,MBOX-039,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B4,MBOX-043,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B5,MBOX-047,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,B6,MBOX-051,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C1,MBOX-055,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C2,MBOX-060,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C3,MBOX-064,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C4,MBOX-068,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C5,MBOX-072,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,C6,MBOX-077,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D1,MBOX-081,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D2,MBOX-085,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D3,MBOX-089,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D4,MBOX-094,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D5,,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,output_D,category_D_output_box,Category D,D6,,22,24,available,"normal category output; full category causes hold, not manual review"
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,A1,MBOX-005,6,6,full,manual review stores true abnormal samples only
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,A2,MBOX-019,6,6,full,manual review stores true abnormal samples only
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,A3,MBOX-037,6,6,full,manual review stores true abnormal samples only
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,B1,MBOX-058,6,6,full,manual review stores true abnormal samples only
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,B2,MBOX-073,6,6,full,manual review stores true abnormal samples only
baseline_multi_box_run,manual_review,manual_review_bin,manual_review,B3,MBOX-091,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,output_A,category_A_output_box,Category A,A1,MBOX-018,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,A2,MBOX-023,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,A3,MBOX-027,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,A4,MBOX-031,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,A5,MBOX-035,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,A6,MBOX-040,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B1,MBOX-044,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B2,MBOX-048,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B3,MBOX-052,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B4,MBOX-056,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B5,MBOX-061,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,B6,MBOX-065,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C1,MBOX-069,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C2,MBOX-074,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C3,MBOX-078,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C4,MBOX-082,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C5,MBOX-086,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,C6,MBOX-090,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D1,MBOX-095,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D2,,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D3,,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D4,,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D5,,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_A,category_A_output_box,Category A,D6,,19,24,resumed,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A1,MBOX-002,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A2,MBOX-007,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A3,MBOX-011,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A4,MBOX-015,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A5,MBOX-020,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,A6,MBOX-024,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B1,MBOX-028,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B2,MBOX-032,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B3,MBOX-036,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B4,MBOX-041,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B5,MBOX-045,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,B6,MBOX-049,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C1,MBOX-053,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C2,MBOX-057,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C3,MBOX-062,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C4,MBOX-066,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C5,MBOX-070,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,C6,MBOX-075,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D1,MBOX-079,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D2,MBOX-083,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D3,MBOX-087,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D4,MBOX-092,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D5,MBOX-096,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_B,category_B_output_box,Category B,D6,,23,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A1,MBOX-003,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A2,MBOX-008,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A3,MBOX-012,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A4,MBOX-016,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A5,MBOX-021,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,A6,MBOX-025,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B1,MBOX-029,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B2,MBOX-033,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B3,MBOX-038,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B4,MBOX-042,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B5,MBOX-046,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,B6,MBOX-050,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C1,MBOX-054,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C2,MBOX-059,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C3,MBOX-063,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C4,MBOX-067,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C5,MBOX-071,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,C6,MBOX-076,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D1,MBOX-080,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D2,MBOX-084,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D3,MBOX-088,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D4,MBOX-093,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D5,,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_C,category_C_output_box,Category C,D6,,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A1,MBOX-004,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A2,MBOX-009,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A3,MBOX-013,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A4,MBOX-017,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A5,MBOX-022,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,A6,MBOX-026,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B1,MBOX-030,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B2,MBOX-034,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B3,MBOX-039,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B4,MBOX-043,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B5,MBOX-047,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,B6,MBOX-051,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C1,MBOX-055,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C2,MBOX-060,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C3,MBOX-064,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C4,MBOX-068,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C5,MBOX-072,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,C6,MBOX-077,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D1,MBOX-081,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D2,MBOX-085,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D3,MBOX-089,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D4,MBOX-094,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D5,,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,output_D,category_D_output_box,Category D,D6,,22,24,available,"normal category output; full category causes hold, not manual review"
forced_category_A_full,manual_review,manual_review_bin,manual_review,A1,MBOX-005,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,manual_review,manual_review_bin,manual_review,A2,MBOX-019,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,manual_review,manual_review_bin,manual_review,A3,MBOX-037,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,manual_review,manual_review_bin,manual_review,B1,MBOX-058,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,manual_review,manual_review_bin,manual_review,B2,MBOX-073,6,6,full,manual review stores true abnormal samples only
forced_category_A_full,manual_review,manual_review_bin,manual_review,B3,MBOX-091,6,6,full,manual review stores true abnormal samples only
forced_manual_review_full,output_A,category_A_output_box,Category A,A1,MBOX-001,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,A2,MBOX-006,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,A3,MBOX-010,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,A4,MBOX-014,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,A5,MBOX-018,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,A6,MBOX-023,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B1,MBOX-027,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B2,MBOX-031,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B3,MBOX-035,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,B6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C1,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C2,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C3,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,C6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D1,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D2,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D3,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D4,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D5,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_A,category_A_output_box,Category A,D6,,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,A1,MBOX-002,9,24,available,"normal category output; full category causes hold, not manual review"
forced_manual_review_full,output_B,category_B_output_box,Category B,A2,MBOX-007,9,24,available,"normal category output; full category causes hold, not manual review"
